product_name,brand,merchant,description,purchase_type,amount,category
Domino's Meal Order,Domino's,Local Cafe,standard meal order from Domino's,OFFLINE,3028.1,Food & Beverages
Nivia Badminton Racket,Nivia,Flipkart,new badminton racket from Nivia,OFFLINE,43204.36,Sports
Pepperfry Recliner,Pepperfry,Home Centre,daily use recliner from Pepperfry,ONLINE,35663.52,Furniture
HP Calculator,HP,Flipkart,wireless calculator from HP,ONLINE,13192.71,Office
KFC Pizza,KFC,Swiggy,classic pizza from KFC,OFFLINE,4113.25,Food & Beverages
ASUS Smartphone,ASUS,Reliance Digital,portable smartphone from ASUS,OFFLINE,78776.66,Electronics
Prime Miscellaneous Purchase,Prime,Local Store,wireless miscellaneous purchase from Prime,ONLINE,5141.68,Other
Urban Ladder Bookshelf,Urban Ladder,Urban Ladder,durable bookshelf from Urban Ladder,OFFLINE,41298.79,Furniture
Hyundai Engine Oil Service,Hyundai,Tata Motors,standard engine oil service from Hyundai,ONLINE,26825.15,Vehicles
TVS Engine Oil Service,TVS,Tata Motors,new engine oil service from TVS,ONLINE,27212.66,Vehicles
ASUS Bluetooth Speaker,ASUS,Flipkart,wireless bluetooth speaker from ASUS,ONLINE,82521.08,Electronics
Urban Ladder Wardrobe,Urban Ladder,Pepperfry,durable wardrobe from Urban Ladder,OFFLINE,38881.48,Furniture
Logitech Phone Stand,Logitech,Amazon,wireless phone stand from Logitech,OFFLINE,12989.45,Gadgets
McDonald's Restaurant Dinner,McDonald's,McDonald's,new restaurant dinner from McDonald's,OFFLINE,3117.36,Food & Beverages
Apple Television,Apple,Amazon,wireless television from Apple,ONLINE,157453.86,Electronics
McDonald's Dessert,McDonald's,Starbucks,wireless dessert from McDonald's,OFFLINE,3070.47,Food & Beverages
Prime Decor Accessory,Prime,General Store,professional decor accessory from Prime,ONLINE,8593.61,Other
Staedtler Calculator,Staedtler,Office Depot,premium calculator from Staedtler,ONLINE,7564.32,Office
Wakefit Office Chair,Wakefit,Urban Ladder,new office chair from Wakefit,OFFLINE,15207.07,Furniture
Canon Notebook,Canon,Office Depot,premium notebook from Canon,OFFLINE,11509.38,Office
Allen Solly Sunglasses,Allen Solly,Amazon,daily use sunglasses from Allen Solly,OFFLINE,4462.02,Fashion
Godrej Interio Bookshelf,Godrej Interio,Pepperfry,standard bookshelf from Godrej Interio,ONLINE,19226.22,Furniture
Maruti Suzuki Bike Service,Maruti Suzuki,Bajaj Auto,daily use bike service from Maruti Suzuki,OFFLINE,15674.82,Vehicles
TVS Vehicle Insurance Accessory,TVS,Hyundai Service,classic vehicle insurance accessory from TVS,ONLINE,12437.51,Vehicles
Urban General Household Item,Urban,Marketplace,new general household item from Urban,OFFLINE,5827.33,Other
LG Electric Kettle,LG,Amazon,standard electric kettle from LG,ONLINE,39107.63,Home Appliances
Nivia Skipping Rope,Nivia,Flipkart,premium skipping rope from Nivia,OFFLINE,8544.75,Sports
Classic Personal Care Item,Classic,Flipkart,professional personal care item from Classic,OFFLINE,11664.65,Other
Garmin Exercise Bike,Garmin,Flipkart,new exercise bike from Garmin,ONLINE,13092.16,Sports & Fitness
Cosco Football,Cosco,Flipkart,new football from Cosco,OFFLINE,45883.8,Sports
Nestle Vegetables,Nestle,Local Grocery,wireless vegetables from Nestle,ONLINE,5532.4,Food & Groceries
Decathlon Fitness Tracker,Decathlon,Flipkart,compact fitness tracker from Decathlon,OFFLINE,27407.11,Sports & Fitness
Kokuyo Desk Organizer,Kokuyo,Flipkart,classic desk organizer from Kokuyo,OFFLINE,5879.42,Office
Decathlon Foam Roller,Decathlon,Decathlon,portable foam roller from Decathlon,OFFLINE,15981.82,Sports & Fitness
Nestle Milk,Nestle,BigBasket,premium milk from Nestle,ONLINE,2227.88,Food & Groceries
Noise Phone Stand,Noise,Croma,wireless phone stand from Noise,OFFLINE,8556.56,Gadgets
Garmin Foam Roller,Garmin,Cult Store,compact foam roller from Garmin,OFFLINE,23109.79,Sports & Fitness
Decathlon Treadmill,Decathlon,Amazon,professional treadmill from Decathlon,ONLINE,34513.18,Sports
Faber-Castell Stapler,Faber-Castell,Office Depot,portable stapler from Faber-Castell,ONLINE,18962.73,Office
Nestle Vegetables,Nestle,Blinkit,classic vegetables from Nestle,OFFLINE,3033.06,Food & Groceries
Biba Handbag,Biba,Lifestyle,daily use handbag from Biba,OFFLINE,23355.63,Fashion
Whirlpool Microwave Oven,Whirlpool,Croma,classic microwave oven from Whirlpool,ONLINE,96024.84,Home Appliances
Pepperfry Sofa,Pepperfry,Pepperfry,classic sofa from Pepperfry,ONLINE,25835.01,Furniture
Puma Handbag,Puma,Ajio,standard handbag from Puma,OFFLINE,15678.97,Fashion
LG Bluetooth Speaker,LG,Croma,portable bluetooth speaker from LG,ONLINE,105485.19,Electronics
Nivia Foam Roller,Nivia,Decathlon,classic foam roller from Nivia,OFFLINE,5955.6,Sports & Fitness
Prime Travel Accessory,Prime,Marketplace,portable travel accessory from Prime,ONLINE,7806.01,Other
TVS Vehicle Insurance Accessory,TVS,Bajaj Auto,standard vehicle insurance accessory from TVS,OFFLINE,38556.32,Vehicles
Dell Laptop,Dell,Reliance Digital,durable laptop from Dell,OFFLINE,26502.87,Electronics
Britannia Eggs,Britannia,Local Grocery,compact eggs from Britannia,OFFLINE,3772.96,Food & Groceries
Voltas Microwave Oven,Voltas,Croma,classic microwave oven from Voltas,OFFLINE,105306.78,Home Appliances
LG Smartphone,LG,Flipkart,standard smartphone from LG,OFFLINE,70213.46,Electronics
Local Brand Personal Care Item,Local Brand,Flipkart,wireless personal care item from Local Brand,ONLINE,9671.87,Other
Decathlon Cricket Bat,Decathlon,Flipkart,premium cricket bat from Decathlon,ONLINE,25494.47,Sports
Levis Formal Trousers,Levis,Amazon,new formal trousers from Levis,ONLINE,28685.65,Fashion
Samsung Room Heater,Samsung,Flipkart,portable room heater from Samsung,ONLINE,76890.93,Home Appliances
KFC Soft Drink,KFC,Local Cafe,new soft drink from KFC,OFFLINE,358.78,Food & Beverages
Britannia Eggs,Britannia,DMart,portable eggs from Britannia,OFFLINE,4292.91,Food & Groceries
LG Computer Mouse,LG,Reliance Digital,wireless computer mouse from LG,ONLINE,159576.14,Electronics
Anker Fast Charger,Anker,Mi Store,professional fast charger from Anker,OFFLINE,4767.8,Gadgets
Fitbit Exercise Mat,Fitbit,Cult Store,portable exercise mat from Fitbit,OFFLINE,3457.43,Sports & Fitness
Samsung Microwave Oven,Samsung,Vijay Sales,daily use microwave oven from Samsung,ONLINE,9122.9,Home Appliances
Amul Wheat Flour,Amul,Reliance Smart,portable wheat flour from Amul,ONLINE,1769.28,Food & Groceries
Mi Smart Plug,Mi,Mi Store,standard smart plug from Mi,ONLINE,16137.8,Gadgets
Surf Excel Wheat Flour,Surf Excel,Zepto,portable wheat flour from Surf Excel,ONLINE,2886.02,Food & Groceries
Nivia Massage Gun,Nivia,Flipkart,compact massage gun from Nivia,OFFLINE,12355.33,Sports & Fitness
Lenovo Camera,Lenovo,Flipkart,professional camera from Lenovo,ONLINE,73060.55,Electronics
Canon Stapler,Canon,Office Depot,daily use stapler from Canon,ONLINE,1730.03,Office
Urban Decor Accessory,Urban,Marketplace,daily use decor accessory from Urban,ONLINE,11201.29,Other
Whirlpool Washing Machine,Whirlpool,Amazon,classic washing machine from Whirlpool,OFFLINE,70298.9,Home Appliances
Pepperfry Office Chair,Pepperfry,IKEA,standard office chair from Pepperfry,OFFLINE,79643.64,Furniture
Mi Router,Mi,Croma,new router from Mi,OFFLINE,2614.56,Gadgets
Mahindra Brake Pads,Mahindra,Hyundai Service,portable brake pads from Mahindra,OFFLINE,23880.96,Vehicles
Faber-Castell File Folder,Faber-Castell,Office Depot,standard file folder from Faber-Castell,OFFLINE,14601.56,Office
Decathlon Massage Gun,Decathlon,Flipkart,compact massage gun from Decathlon,ONLINE,31502.94,Sports & Fitness
Tata Detergent,Tata,DMart,new detergent from Tata,OFFLINE,5270.39,Food & Groceries
Mi Fitness Band,Mi,Flipkart,new fitness band from Mi,OFFLINE,17833.9,Gadgets
Lenovo Wireless Headphones,Lenovo,Vijay Sales,durable wireless headphones from Lenovo,ONLINE,5599.59,Electronics
TP-Link Usb Hub,TP-Link,Croma,compact USB hub from TP-Link,ONLINE,2079.64,Gadgets
Dell Laptop,Dell,Samsung Store,durable laptop from Dell,ONLINE,37105.55,Electronics
Dell Camera,Dell,Flipkart,standard camera from Dell,ONLINE,150742.99,Electronics
Mahindra Car Battery,Mahindra,Honda Service Center,portable car battery from Mahindra,ONLINE,79092.46,Vehicles
LG Vacuum Cleaner,LG,Reliance Digital,professional vacuum cleaner from LG,OFFLINE,40944.53,Home Appliances
Everyday Miscellaneous Item,Everyday,General Store,new miscellaneous item from Everyday,OFFLINE,984.88,Other
Garmin Fitness Watch,Garmin,Fitness Store,classic fitness watch from Garmin,ONLINE,42661.09,Sports & Fitness
Nivia Treadmill,Nivia,Sports Station,portable treadmill from Nivia,ONLINE,67226.12,Sports
Nestle Rice,Nestle,Blinkit,standard rice from Nestle,ONLINE,4713.27,Food & Groceries
Mahindra Bike Tyre,Mahindra,Tata Motors,daily use bike tyre from Mahindra,ONLINE,46838.28,Vehicles
LG Air Cooler,LG,Flipkart,durable air cooler from LG,ONLINE,75117.5,Home Appliances
Aashirvaad Bread,Aashirvaad,BigBasket,compact bread from Aashirvaad,OFFLINE,1907.35,Food & Groceries
Subway Biryani,Subway,McDonald's,portable biryani from Subway,ONLINE,1218.87,Food & Beverages
Nike Kurta,Nike,Shoppers Stop,professional kurta from Nike,ONLINE,15716.5,Fashion
Toyota Vehicle Insurance Accessory,Toyota,Honda Service Center,daily use vehicle insurance accessory from Toyota,OFFLINE,68739.19,Vehicles
Anker Charging Cable,Anker,Amazon,classic charging cable from Anker,ONLINE,17083.23,Gadgets
Cult Fitness Tracker,Cult,Decathlon,new fitness tracker from Cult,OFFLINE,27171.9,Sports & Fitness
Everyday Decor Accessory,Everyday,General Store,portable decor accessory from Everyday,ONLINE,8748.5,Other
Garmin Resistance Tube Set,Garmin,Decathlon,new resistance tube set from Garmin,ONLINE,56606.78,Sports & Fitness
Faber-Castell Pen Set,Faber-Castell,Office Depot,premium pen set from Faber-Castell,OFFLINE,18291.27,Office
Dove Cooking Oil,Dove,Blinkit,portable cooking oil from Dove,ONLINE,808.06,Food & Groceries
Godrej Interio Shoe Cabinet,Godrej Interio,Local Furniture Store,wireless shoe cabinet from Godrej Interio,OFFLINE,53395.7,Furniture
H&M Backpack,H&M,Shoppers Stop,compact backpack from H&M,ONLINE,6098.39,Fashion
Philips Washing Machine,Philips,Croma,wireless washing machine from Philips,OFFLINE,48940.2,Home Appliances
Pepperfry Storage Cabinet,Pepperfry,Pepperfry,premium storage cabinet from Pepperfry,OFFLINE,44599.79,Furniture
Boldfit Adjustable Dumbbell Set,Boldfit,Amazon,standard adjustable dumbbell set from Boldfit,ONLINE,21171.38,Sports & Fitness
JBL Earbuds Case,JBL,Flipkart,compact earbuds case from JBL,OFFLINE,765.23,Gadgets
TP-Link Fitness Band,TP-Link,Croma,premium fitness band from TP-Link,OFFLINE,11523.98,Gadgets
Generic General Household Item,Generic,General Store,compact general household item from Generic,OFFLINE,4009.77,Other
Decathlon Exercise Mat,Decathlon,Cult Store,professional exercise mat from Decathlon,ONLINE,25599.74,Sports & Fitness
Portronics Usb Microphone,Portronics,Reliance Digital,wireless USB microphone from Portronics,ONLINE,2470.68,Gadgets
Portronics Smart Plug,Portronics,Mi Store,classic smart plug from Portronics,ONLINE,11948.53,Gadgets
Mi Webcam,Mi,Amazon,new webcam from Mi,ONLINE,12145.83,Gadgets
Maruti Suzuki Bike Service,Maruti Suzuki,Honda Service Center,durable bike service from Maruti Suzuki,OFFLINE,5639.24,Vehicles
Prime Travel Accessory,Prime,Amazon,premium travel accessory from Prime,OFFLINE,7818.88,Other
Bosch Electric Kettle,Bosch,Flipkart,durable electric kettle from Bosch,OFFLINE,23355.28,Home Appliances
Urban General Household Item,Urban,Local Store,standard general household item from Urban,ONLINE,1252.96,Other
Wakefit Dining Table,Wakefit,Pepperfry,premium dining table from Wakefit,OFFLINE,25052.49,Furniture
IKEA Office Chair,IKEA,Pepperfry,portable office chair from IKEA,OFFLINE,32431.19,Furniture
Nike Cycling Helmet,Nike,Amazon,portable cycling helmet from Nike,OFFLINE,48076.97,Sports
H&M Sunglasses,H&M,Myntra,wireless sunglasses from H&M,OFFLINE,13751.5,Fashion
Classic Utility Item,Classic,Flipkart,premium utility item from Classic,OFFLINE,1242.97,Other
Haier Electric Kettle,Haier,Amazon,professional electric kettle from Haier,ONLINE,30659.18,Home Appliances
Pepperfry Dining Table,Pepperfry,Home Centre,professional dining table from Pepperfry,ONLINE,29291.99,Furniture
TVS Bike Service,TVS,Tata Motors,new bike service from TVS,ONLINE,9631.13,Vehicles
Adidas Basketball,Adidas,Sports Station,portable basketball from Adidas,OFFLINE,67396.57,Sports
Faber-Castell Office Supplies Pack,Faber-Castell,Flipkart,standard office supplies pack from Faber-Castell,OFFLINE,2352.49,Office
Logitech Webcam,Logitech,Mi Store,wireless webcam from Logitech,ONLINE,13784.92,Gadgets
Decathlon Fitness Watch,Decathlon,Amazon,classic fitness watch from Decathlon,OFFLINE,7599.93,Sports & Fitness
Dell Printer,Dell,Samsung Store,standard printer from Dell,ONLINE,125325.44,Electronics
Acer Laptop,Acer,Samsung Store,portable laptop from Acer,OFFLINE,31859.24,Electronics
Pilot Whiteboard,Pilot,Reliance Smart,daily use whiteboard from Pilot,ONLINE,19337.85,Office
Uniqlo Hoodie,Uniqlo,Shoppers Stop,new hoodie from Uniqlo,ONLINE,8105.25,Fashion
Noise Smart Bulb,Noise,Mi Store,professional smart bulb from Noise,OFFLINE,7020.59,Gadgets
Surf Excel Toothpaste,Surf Excel,BigBasket,premium toothpaste from Surf Excel,OFFLINE,5952.35,Food & Groceries
Garmin Workout Gloves,Garmin,Cult Store,durable workout gloves from Garmin,OFFLINE,16506.1,Sports & Fitness
Canon Calculator,Canon,Reliance Smart,wireless calculator from Canon,OFFLINE,6118.49,Office
Philips Electric Kettle,Philips,Vijay Sales,standard electric kettle from Philips,OFFLINE,82480.98,Home Appliances
Pepperfry Office Chair,Pepperfry,Urban Ladder,new office chair from Pepperfry,ONLINE,87164.9,Furniture
ASUS Wireless Headphones,ASUS,Samsung Store,classic wireless headphones from ASUS,ONLINE,75981.13,Electronics
Cult Fitness Watch,Cult,Decathlon,new fitness watch from Cult,OFFLINE,55672.19,Sports & Fitness
Decathlon Fitness Tracker,Decathlon,Cult Store,compact fitness tracker from Decathlon,ONLINE,59661.68,Sports & Fitness
Canon Marker Set,Canon,Office Depot,daily use marker set from Canon,OFFLINE,10355.59,Office
Nestle Wheat Flour,Nestle,Zepto,wireless wheat flour from Nestle,OFFLINE,5409.45,Food & Groceries
Haldiram's Coffee,Haldiram's,McDonald's,wireless coffee from Haldiram's,OFFLINE,4186.81,Food & Beverages
W Running Shoes,W,Ajio,daily use running shoes from W,ONLINE,8959.49,Fashion
Puma Football,Puma,Nike Store,compact football from Puma,OFFLINE,31512.23,Sports
Urban Ladder Office Chair,Urban Ladder,IKEA,premium office chair from Urban Ladder,ONLINE,37297.11,Furniture
Urban Ladder Storage Cabinet,Urban Ladder,Urban Ladder,professional storage cabinet from Urban Ladder,ONLINE,60756.76,Furniture
HP Smartwatch,HP,Amazon,wireless smartwatch from HP,OFFLINE,138837.66,Electronics
KFC Beverage,KFC,KFC,professional beverage from KFC,OFFLINE,2997.34,Food & Beverages
Fitbit Fitness Tracker,Fitbit,Amazon,premium fitness tracker from Fitbit,ONLINE,14022.67,Sports & Fitness
Haier Vacuum Cleaner,Haier,Croma,standard vacuum cleaner from Haier,OFFLINE,92329.61,Home Appliances
Bosch Refrigerator,Bosch,Reliance Digital,premium refrigerator from Bosch,ONLINE,87398.02,Home Appliances
Wakefit Office Chair,Wakefit,Local Furniture Store,wireless office chair from Wakefit,ONLINE,81682.76,Furniture
Decathlon Adjustable Dumbbell Set,Decathlon,Fitness Store,wireless adjustable dumbbell set from Decathlon,ONLINE,35379.9,Sports & Fitness
Puma Dumbbells,Puma,Amazon,compact dumbbells from Puma,ONLINE,13765.49,Sports
Acer Gaming Console,Acer,Croma,durable gaming console from Acer,ONLINE,8714.24,Electronics
Yonex Cycling Helmet,Yonex,Nike Store,durable cycling helmet from Yonex,OFFLINE,12493.33,Sports
Portronics Wireless Charger,Portronics,Croma,compact wireless charger from Portronics,OFFLINE,4634.34,Gadgets
Pilot Calculator,Pilot,Flipkart,portable calculator from Pilot,OFFLINE,8597.31,Office
Pepperfry Storage Cabinet,Pepperfry,Urban Ladder,compact storage cabinet from Pepperfry,ONLINE,12426.98,Furniture
KFC Burger Meal,KFC,Local Cafe,daily use burger meal from KFC,OFFLINE,2412.09,Food & Beverages
Everyday Utility Item,Everyday,Flipkart,professional utility item from Everyday,OFFLINE,2524.78,Other
IKEA Recliner,IKEA,Pepperfry,durable recliner from IKEA,ONLINE,71717.24,Furniture
Classic Key Holder,Classic,Amazon,new key holder from Classic,ONLINE,8156.69,Other
Faber-Castell Notebook,Faber-Castell,Office Depot,premium notebook from Faber-Castell,ONLINE,3702.73,Office
Aashirvaad Wheat Flour,Aashirvaad,Local Grocery,standard wheat flour from Aashirvaad,ONLINE,834.39,Food & Groceries
Tata Eggs,Tata,Zepto,professional eggs from Tata,ONLINE,2022.91,Food & Groceries
Whirlpool Electric Kettle,Whirlpool,Amazon,professional electric kettle from Whirlpool,OFFLINE,3279.58,Home Appliances
Adidas Cotton Shirt,Adidas,Amazon,new cotton shirt from Adidas,OFFLINE,10917.27,Fashion
Pepperfry Bookshelf,Pepperfry,Urban Ladder,wireless bookshelf from Pepperfry,ONLINE,15773.41,Furniture
TVS Vehicle Insurance Accessory,TVS,Tata Motors,premium vehicle insurance accessory from TVS,ONLINE,66774.47,Vehicles
Nivia Protein Shaker,Nivia,Flipkart,wireless protein shaker from Nivia,ONLINE,56149.36,Sports & Fitness
Bajaj Car Floor Mats,Bajaj,Bajaj Auto,durable car floor mats from Bajaj,OFFLINE,8382.84,Vehicles
Samsung Room Heater,Samsung,Home Centre,compact room heater from Samsung,OFFLINE,100195.74,Home Appliances
Local Brand Travel Accessory,Local Brand,Flipkart,premium travel accessory from Local Brand,ONLINE,8989.24,Other
Classic Miscellaneous Purchase,Classic,Amazon,professional miscellaneous purchase from Classic,OFFLINE,4251.91,Other
Mi Wireless Charger,Mi,Croma,durable wireless charger from Mi,OFFLINE,6665.71,Gadgets
Dell Smartphone,Dell,Flipkart,new smartphone from Dell,ONLINE,144916.9,Electronics
H&M Sunglasses,H&M,Ajio,durable sunglasses from H&M,OFFLINE,3243.78,Fashion
Levis Running Shoes,Levis,Myntra,portable running shoes from Levis,ONLINE,17417.85,Fashion
Haier Room Heater,Haier,Croma,wireless room heater from Haier,ONLINE,30695.48,Home Appliances
JBL Usb Hub,JBL,Amazon,wireless USB hub from JBL,OFFLINE,9251.47,Gadgets
Everyday Travel Accessory,Everyday,Local Store,classic travel accessory from Everyday,ONLINE,7922.08,Other
Toyota Bike Service,Toyota,Hyundai Service,daily use bike service from Toyota,OFFLINE,10635.74,Vehicles
Local Brand Gift Item,Local Brand,Flipkart,standard gift item from Local Brand,ONLINE,3285.11,Other
Godrej Interio Shoe Cabinet,Godrej Interio,Pepperfry,compact shoe cabinet from Godrej Interio,ONLINE,32612.26,Furniture
Biba Hoodie,Biba,Amazon,compact hoodie from Biba,ONLINE,21059.58,Fashion
Domino's Biryani,Domino's,McDonald's,durable biryani from Domino's,OFFLINE,2095.85,Food & Beverages
Cafe Coffee Day Biryani,Cafe Coffee Day,Swiggy,compact biryani from Cafe Coffee Day,OFFLINE,3665.77,Food & Beverages
Noise Earbuds Case,Noise,Croma,durable earbuds case from Noise,OFFLINE,17012.73,Gadgets
Nivia Basketball,Nivia,Decathlon,compact basketball from Nivia,ONLINE,68061.62,Sports
Whirlpool Water Purifier,Whirlpool,Reliance Digital,compact water purifier from Whirlpool,OFFLINE,70821.28,Home Appliances
TP-Link Wireless Charger,TP-Link,Mi Store,new wireless charger from TP-Link,ONLINE,14873.48,Gadgets
TVS Vehicle Insurance Accessory,TVS,Bajaj Auto,daily use vehicle insurance accessory from TVS,OFFLINE,15385.29,Vehicles
Fitbit Gym Bench,Fitbit,Fitness Store,daily use gym bench from Fitbit,ONLINE,48031.86,Sports & Fitness
McDonald's Cafe Breakfast,McDonald's,Zomato,classic cafe breakfast from McDonald's,OFFLINE,3326.27,Food & Beverages
Decathlon Adjustable Dumbbell Set,Decathlon,Fitness Store,premium adjustable dumbbell set from Decathlon,ONLINE,3411.12,Sports & Fitness
Fortune Eggs,Fortune,BigBasket,wireless eggs from Fortune,OFFLINE,4728.76,Food & Groceries
Domino's Burger Meal,Domino's,Swiggy,compact burger meal from Domino's,ONLINE,3015.63,Food & Beverages
Domino's Sandwich,Domino's,Swiggy,premium sandwich from Domino's,ONLINE,1202.67,Food & Beverages
Biba Formal Trousers,Biba,Lifestyle,premium formal trousers from Biba,OFFLINE,6450.36,Fashion
Puma Jacket,Puma,Amazon,premium jacket from Puma,OFFLINE,14816.41,Fashion
Urban Ladder Recliner,Urban Ladder,Urban Ladder,classic recliner from Urban Ladder,ONLINE,58245.12,Furniture
Dell Laptop,Dell,Reliance Digital,classic laptop from Dell,ONLINE,106297.51,Electronics
Tata Milk,Tata,Reliance Smart,premium milk from Tata,OFFLINE,2578.27,Food & Groceries
Decathlon Exercise Bike,Decathlon,Amazon,wireless exercise bike from Decathlon,OFFLINE,58204.43,Sports & Fitness
boAt Power Bank,boAt,Mi Store,durable power bank from boAt,OFFLINE,9782.56,Gadgets
Godrej Interio Recliner,Godrej Interio,Urban Ladder,durable recliner from Godrej Interio,OFFLINE,86324.16,Furniture
Cult Protein Shaker,Cult,Amazon,compact protein shaker from Cult,ONLINE,38236.02,Sports & Fitness
Everyday Storage Box,Everyday,Amazon,durable storage box from Everyday,ONLINE,1424.07,Other
Nilkamal Bookshelf,Nilkamal,IKEA,daily use bookshelf from Nilkamal,OFFLINE,77980.37,Furniture
Godrej Room Heater,Godrej,Amazon,standard room heater from Godrej,OFFLINE,88288.85,Home Appliances
Nike Backpack,Nike,Nike Store,wireless backpack from Nike,ONLINE,25515.46,Fashion
Classic Travel Accessory,Classic,Marketplace,daily use travel accessory from Classic,OFFLINE,3661.49,Other
Acer Smartphone,Acer,Croma,standard smartphone from Acer,OFFLINE,73849.2,Electronics
Acer Bluetooth Speaker,Acer,Amazon,premium bluetooth speaker from Acer,ONLINE,104864.97,Electronics
Subway Coffee,Subway,Swiggy,professional coffee from Subway,ONLINE,1329.66,Food & Beverages
Local Brand Gift Item,Local Brand,Flipkart,new gift item from Local Brand,OFFLINE,6650.9,Other
Apple Laptop,Apple,Vijay Sales,durable laptop from Apple,OFFLINE,75899.42,Electronics
Amul Detergent,Amul,Reliance Smart,new detergent from Amul,ONLINE,1460.02,Food & Groceries
Uniqlo Dress,Uniqlo,Ajio,professional dress from Uniqlo,ONLINE,953.31,Fashion
Kokuyo File Folder,Kokuyo,Amazon,wireless file folder from Kokuyo,ONLINE,18712.15,Office
Local Brand Miscellaneous Purchase,Local Brand,Flipkart,standard miscellaneous purchase from Local Brand,ONLINE,6793.7,Other
Faber-Castell Printer Paper,Faber-Castell,Reliance Smart,standard printer paper from Faber-Castell,ONLINE,4559.9,Office
Bosch Electric Kettle,Bosch,Vijay Sales,classic electric kettle from Bosch,OFFLINE,109881.23,Home Appliances
IKEA Coffee Table,IKEA,Local Furniture Store,durable coffee table from IKEA,OFFLINE,47519.35,Furniture
Whirlpool Room Heater,Whirlpool,Reliance Digital,standard room heater from Whirlpool,OFFLINE,79276.08,Home Appliances
Generic Travel Accessory,Generic,General Store,new travel accessory from Generic,OFFLINE,2687.81,Other
Allen Solly Kurta,Allen Solly,Nike Store,daily use kurta from Allen Solly,OFFLINE,11269.8,Fashion
Anker Router,Anker,Reliance Digital,professional router from Anker,OFFLINE,14017.01,Gadgets
Hyundai Bike Service,Hyundai,Local Auto Store,wireless bike service from Hyundai,OFFLINE,71233.54,Vehicles
Zara Cotton Shirt,Zara,Shoppers Stop,professional cotton shirt from Zara,OFFLINE,14770.92,Fashion
Classic Storage Box,Classic,General Store,professional storage box from Classic,OFFLINE,8404.8,Other
HP Ink Cartridge,HP,Reliance Smart,compact ink cartridge from HP,OFFLINE,17221.54,Office
Surf Excel Rice,Surf Excel,Reliance Smart,classic rice from Surf Excel,ONLINE,4076.58,Food & Groceries
Classic Decor Accessory,Classic,Flipkart,compact decor accessory from Classic,ONLINE,2301.83,Other
Biba Winter Sweater,Biba,Amazon,durable winter sweater from Biba,ONLINE,17083.08,Fashion
TVS Bike Service,TVS,Local Auto Store,professional bike service from TVS,OFFLINE,78550.69,Vehicles
Noise Router,Noise,Croma,daily use router from Noise,ONLINE,11178.87,Gadgets
boAt Smart Bulb,boAt,Amazon,new smart bulb from boAt,OFFLINE,2670.65,Gadgets
Haldiram's Burger Meal,Haldiram's,McDonald's,premium burger meal from Haldiram's,OFFLINE,526.23,Food & Beverages
Generic Miscellaneous Purchase,Generic,Marketplace,new miscellaneous purchase from Generic,ONLINE,346.52,Other
Nestle Groceries,Nestle,DMart,durable groceries from Nestle,OFFLINE,3449.09,Food & Groceries
Generic Key Holder,Generic,Marketplace,classic key holder from Generic,ONLINE,10195.39,Other
Yonex Cricket Bat,Yonex,Nike Store,portable cricket bat from Yonex,OFFLINE,71097.23,Sports
Everyday Utility Item,Everyday,Amazon,wireless utility item from Everyday,OFFLINE,3677.14,Other
Faber-Castell Ink Cartridge,Faber-Castell,Office Depot,daily use ink cartridge from Faber-Castell,ONLINE,11375.81,Office
Prime Travel Accessory,Prime,Marketplace,standard travel accessory from Prime,ONLINE,10657.61,Other
Anker Wireless Charger,Anker,Flipkart,standard wireless charger from Anker,OFFLINE,1195.71,Gadgets
Yonex Dumbbells,Yonex,Sports Station,standard dumbbells from Yonex,OFFLINE,16373.21,Sports
Portronics Fitness Band,Portronics,Amazon,durable fitness band from Portronics,OFFLINE,3774.54,Gadgets
Surf Excel Rice,Surf Excel,BigBasket,professional rice from Surf Excel,ONLINE,3657.39,Food & Groceries
Decathlon Resistance Tube Set,Decathlon,Amazon,standard resistance tube set from Decathlon,ONLINE,2257.73,Sports & Fitness
Starbucks Cafe Breakfast,Starbucks,Zomato,wireless cafe breakfast from Starbucks,OFFLINE,565.9,Food & Beverages
LG Vacuum Cleaner,LG,Amazon,compact vacuum cleaner from LG,OFFLINE,78105.66,Home Appliances
HP Monitor,HP,Samsung Store,standard monitor from HP,ONLINE,98047.26,Electronics
Philips Dishwasher,Philips,Home Centre,standard dishwasher from Philips,OFFLINE,93961.0,Home Appliances
Urban Ladder Dining Table,Urban Ladder,Pepperfry,compact dining table from Urban Ladder,ONLINE,74981.66,Furniture
Whirlpool Air Cooler,Whirlpool,Amazon,standard air cooler from Whirlpool,ONLINE,64852.42,Home Appliances
Boldfit Foam Roller,Boldfit,Amazon,premium foam roller from Boldfit,ONLINE,6246.32,Sports & Fitness
Subway Meal Order,Subway,Swiggy,standard meal order from Subway,ONLINE,1028.7,Food & Beverages
Godrej Interio Bookshelf,Godrej Interio,IKEA,standard bookshelf from Godrej Interio,ONLINE,77588.23,Furniture
Philips Vacuum Cleaner,Philips,Amazon,classic vacuum cleaner from Philips,OFFLINE,7465.95,Home Appliances
Yonex Yoga Mat,Yonex,Flipkart,classic yoga mat from Yonex,ONLINE,45479.57,Sports
Dell Smartwatch,Dell,Samsung Store,wireless smartwatch from Dell,ONLINE,43446.41,Electronics
Bajaj Brake Pads,Bajaj,Bajaj Auto,daily use brake pads from Bajaj,OFFLINE,34969.01,Vehicles
